pathway_id	pathway_name	kc
R-HSA-4641265	Repression of WNT target genes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69242	S Phase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111463	SMAC (DIABLO) binds to IAPs	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-111469	SMAC, XIAP-regulated apoptotic response	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9663891	Selective autophagy	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2467813	Separation of Sister Chromatids	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-2028269	Signaling by Hippo	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-157118	Signaling by NOTCH	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1980143	Signaling by NOTCH1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1980145	Signaling by NOTCH2	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9012852	Signaling by NOTCH3	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-9013694	Signaling by NOTCH4	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-194138	Signaling by VEGF	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-195721	Signaling by WNT	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69541	Stabilization of p53	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-211736	Stimulation of the cell death response by PAK-2p34	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69052	Switching of origins to a post-replicative state	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69239	Synthesis of DNA	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-201681	TCF dependent signaling in response to WNT	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-174430	Telomere C-strand synthesis initiation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-171319	Telomere Extension By Telomerase	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-157579	Telomere Maintenance	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69895	Transcriptional  activation of  cell cycle inhibitor p21	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3700989	Transcriptional Regulation by TP53	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69560	Transcriptional activation of p53 responsive genes	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-176974	Unwinding of DNA	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-194313	VEGF ligand-receptor interactions	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-4420097	VEGFA-VEGFR2 Pathway	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5218921	VEGFR2 mediated cell proliferation	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5218920	VEGFR2 mediated vascular permeability	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-3238698	WNT ligand biogenesis and trafficking	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-201688	WNT mediated activation of DVL	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5099900	WNT5A-dependent internalization of FZD4	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-166208	mTORC1-mediated signalling	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69563	p53-Dependent G1 DNA Damage Response	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	ALTERS CELL PROLIFERATION AND CELL DEATH
R-HSA-5620971	Pyroptosis	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION
R-HSA-2473224	Antagonism of Activin by Follistatin	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-201451	Signaling by BMP	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-170834	Signaling by TGF-beta Receptor Complex	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES INFLAMMATION;CAUSES LIVER FIBROSIS
R-HSA-5205647	Mitophagy	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES MITOCHONDRIAL DYSFUNCTION
R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES MITOCHONDRIAL DYSFUNCTION
R-HSA-8934903	Receptor Mediated Mitophagy	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES MITOCHONDRIAL DYSFUNCTION
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES MITOCHONDRIAL DYSFUNCTION;INDUCES OXIDATIVE STRESS
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES MITOCHONDRIAL DYSFUNCTION;INDUCES OXIDATIVE STRESS
R-HSA-2559580	Oxidative Stress Induced Senescence	ALTERS CELL PROLIFERATION AND CELL DEATH;CAUSES MITOCHONDRIAL DYSFUNCTION;INDUCES OXIDATIVE STRESS
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	ALTERS CELL PROLIFERATION AND CELL DEATH;DISRUPTS CELLULAR CYTOSKELETON
R-HSA-9613354	Lipophagy	ALTERS CELL PROLIFERATION AND CELL DEATH;DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA
R-HSA-4615885	SUMOylation of DNA replication proteins	ALTERS CELL PROLIFERATION AND CELL DEATH;DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA
R-HSA-9614085	FOXO-mediated transcription	ALTERS CELL PROLIFERATION AND CELL DEATH;INDUCES OXIDATIVE STRESS
R-HSA-9664873	Pexophagy	ALTERS CELL PROLIFERATION AND CELL DEATH;INDUCES OXIDATIVE STRESS
R-HSA-5579013	Defective CYP7B1 causes SPG5A and CBAS3	CAUSES CHOLESTASIS
R-HSA-5678520	Defective ABCB11 causes PFIC2 and BRIC2	CAUSES CHOLESTASIS;DISRUPTS TRANSPORT FUNCTION
R-HSA-5678771	Defective ABCB4 causes PFIC3, ICP3 and GBD1	CAUSES CHOLESTASIS;DISRUPTS TRANSPORT FUNCTION
R-HSA-174577	Activation of C3 and C5	CAUSES INFLAMMATION
R-HSA-1169091	Activation of NF-kappaB in B cells	CAUSES INFLAMMATION
R-HSA-1169092	Activation of RAS in B cells	CAUSES INFLAMMATION
R-HSA-450341	Activation of the AP-1 family of transcription factors	CAUSES INFLAMMATION
R-HSA-1280218	Adaptive Immune System	CAUSES INFLAMMATION
R-HSA-879415	Advanced glycosylation endproduct receptor signaling	CAUSES INFLAMMATION
R-HSA-1462054	Alpha-defensins	CAUSES INFLAMMATION
R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	CAUSES INFLAMMATION
R-HSA-173736	Alternative complement activation	CAUSES INFLAMMATION
R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	CAUSES INFLAMMATION
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	CAUSES INFLAMMATION
R-HSA-1236975	Antigen processing-Cross presentation	CAUSES INFLAMMATION
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	CAUSES INFLAMMATION
R-HSA-6803157	Antimicrobial peptides	CAUSES INFLAMMATION
R-HSA-1461957	Beta defensins	CAUSES INFLAMMATION
R-HSA-8851680	Butyrophilin (BTN) family interactions	CAUSES INFLAMMATION
R-HSA-5621481	C-type lectin receptors (CLRs)	CAUSES INFLAMMATION
R-HSA-5621575	CD209 (DC-SIGN) signaling	CAUSES INFLAMMATION
R-HSA-5690714	CD22 mediated BCR regulation	CAUSES INFLAMMATION
R-HSA-389357	CD28 dependent PI3K/Akt signaling	CAUSES INFLAMMATION
R-HSA-389359	CD28 dependent Vav1 pathway	CAUSES INFLAMMATION
R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	CAUSES INFLAMMATION
R-HSA-5607764	CLEC7A (Dectin-1) signaling	CAUSES INFLAMMATION
R-HSA-5660668	CLEC7A/inflammasome pathway	CAUSES INFLAMMATION
R-HSA-199920	CREB phosphorylation	CAUSES INFLAMMATION
R-HSA-2025928	Calcineurin activates NFAT	CAUSES INFLAMMATION
R-HSA-983169	Class I MHC mediated antigen processing & presentation	CAUSES INFLAMMATION
R-HSA-173623	Classical antibody-mediated complement activation	CAUSES INFLAMMATION
R-HSA-166658	Complement cascade	CAUSES INFLAMMATION
R-HSA-166786	Creation of C4 and C2 activators	CAUSES INFLAMMATION
R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	CAUSES INFLAMMATION
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	CAUSES INFLAMMATION
R-HSA-1280215	Cytokine Signaling in Immune system	CAUSES INFLAMMATION
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA	CAUSES INFLAMMATION
R-HSA-2172127	DAP12 interactions	CAUSES INFLAMMATION
R-HSA-2424491	DAP12 signaling	CAUSES INFLAMMATION
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	CAUSES INFLAMMATION
R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	CAUSES INFLAMMATION
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	CAUSES INFLAMMATION
R-HSA-5621480	Dectin-2 family	CAUSES INFLAMMATION
R-HSA-1461973	Defensins	CAUSES INFLAMMATION
R-HSA-5602358	Diseases associated with the TLR signaling cascade	CAUSES INFLAMMATION
R-HSA-5260271	Diseases of Immune System	CAUSES INFLAMMATION
R-HSA-202424	Downstream TCR signaling	CAUSES INFLAMMATION
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	CAUSES INFLAMMATION
R-HSA-1236974	ER-Phagosome pathway	CAUSES INFLAMMATION
R-HSA-202670	ERKs are inactivated	CAUSES INFLAMMATION
R-HSA-1236977	Endosomal/Vacuolar pathway	CAUSES INFLAMMATION
R-HSA-8941413	Events associated with phagocytolytic activity of PMN cells	CAUSES INFLAMMATION
R-HSA-2871809	FCERI mediated Ca+2 mobilization	CAUSES INFLAMMATION
R-HSA-2871796	FCERI mediated MAPK activation	CAUSES INFLAMMATION
R-HSA-2871837	FCERI mediated NF-kB activation	CAUSES INFLAMMATION
R-HSA-2029481	FCGR activation	CAUSES INFLAMMATION
R-HSA-9607240	FLT3 Signaling	CAUSES INFLAMMATION
R-HSA-9706374	FLT3 signaling through SRC family kinases	CAUSES INFLAMMATION
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	CAUSES INFLAMMATION
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	CAUSES INFLAMMATION
R-HSA-2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface	CAUSES INFLAMMATION
R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	CAUSES INFLAMMATION
R-HSA-202433	Generation of second messenger molecules	CAUSES INFLAMMATION
R-HSA-982772	Growth hormone receptor signaling	CAUSES INFLAMMATION
R-HSA-9732724	IFNG signaling activates MAPKs	CAUSES INFLAMMATION
R-HSA-5602636	IKBKB deficiency causes SCID	CAUSES INFLAMMATION
R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	CAUSES INFLAMMATION
R-HSA-937041	IKK complex recruitment mediated by RIP1	CAUSES INFLAMMATION
R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	CAUSES INFLAMMATION
R-HSA-937039	IRAK1 recruits IKK complex	CAUSES INFLAMMATION
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	CAUSES INFLAMMATION
R-HSA-937042	IRAK2 mediated activation of TAK1 complex	CAUSES INFLAMMATION
R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	CAUSES INFLAMMATION
R-HSA-5603041	IRAK4 deficiency (TLR2/4)	CAUSES INFLAMMATION
R-HSA-5603037	IRAK4 deficiency (TLR5)	CAUSES INFLAMMATION
R-HSA-1606341	IRF3 mediated activation of type 1 IFN	CAUSES INFLAMMATION
R-HSA-3270619	IRF3-mediated induction of type I IFN	CAUSES INFLAMMATION
R-HSA-1169408	ISG15 antiviral mechanism	CAUSES INFLAMMATION
R-HSA-5603029	IkBA variant leads to EDA-ID	CAUSES INFLAMMATION
R-HSA-168256	Immune System	CAUSES INFLAMMATION
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CAUSES INFLAMMATION
R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling	CAUSES INFLAMMATION
R-HSA-622312	Inflammasomes	CAUSES INFLAMMATION
R-HSA-166663	Initial triggering of complement	CAUSES INFLAMMATION
R-HSA-168249	Innate Immune System	CAUSES INFLAMMATION
R-HSA-913531	Interferon Signaling	CAUSES INFLAMMATION
R-HSA-909733	Interferon alpha/beta signaling	CAUSES INFLAMMATION
R-HSA-877300	Interferon gamma signaling	CAUSES INFLAMMATION
R-HSA-912526	Interleukin receptor SHC signaling	CAUSES INFLAMMATION
R-HSA-446652	Interleukin-1 family signaling	CAUSES INFLAMMATION
R-HSA-448706	Interleukin-1 processing	CAUSES INFLAMMATION
R-HSA-9020702	Interleukin-1 signaling	CAUSES INFLAMMATION
R-HSA-6783783	Interleukin-10 signaling	CAUSES INFLAMMATION
R-HSA-447115	Interleukin-12 family signaling	CAUSES INFLAMMATION
R-HSA-9020591	Interleukin-12 signaling	CAUSES INFLAMMATION
R-HSA-8983432	Interleukin-15 signaling	CAUSES INFLAMMATION
R-HSA-448424	Interleukin-17 signaling	CAUSES INFLAMMATION
R-HSA-9012546	Interleukin-18 signaling	CAUSES INFLAMMATION
R-HSA-451927	Interleukin-2 family signaling	CAUSES INFLAMMATION
R-HSA-9020558	Interleukin-2 signaling	CAUSES INFLAMMATION
R-HSA-8854691	Interleukin-20 family signaling	CAUSES INFLAMMATION
R-HSA-9020958	Interleukin-21 signaling	CAUSES INFLAMMATION
R-HSA-9020933	Interleukin-23 signaling	CAUSES INFLAMMATION
R-HSA-9020956	Interleukin-27 signaling	CAUSES INFLAMMATION
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	CAUSES INFLAMMATION
R-HSA-9014843	Interleukin-33 signaling	CAUSES INFLAMMATION
R-HSA-8984722	Interleukin-35 Signalling	CAUSES INFLAMMATION
R-HSA-9014826	Interleukin-36 pathway	CAUSES INFLAMMATION
R-HSA-9008059	Interleukin-37 signaling	CAUSES INFLAMMATION
R-HSA-9007892	Interleukin-38 signaling	CAUSES INFLAMMATION
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	CAUSES INFLAMMATION
R-HSA-6783589	Interleukin-6 family signaling	CAUSES INFLAMMATION
R-HSA-1059683	Interleukin-6 signaling	CAUSES INFLAMMATION
R-HSA-1266695	Interleukin-7 signaling	CAUSES INFLAMMATION
R-HSA-8985947	Interleukin-9 signaling	CAUSES INFLAMMATION
R-HSA-6803544	Ion influx/efflux at host-pathogen interface	CAUSES INFLAMMATION
R-HSA-3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	CAUSES INFLAMMATION
R-HSA-166662	Lectin pathway of complement activation	CAUSES INFLAMMATION
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	CAUSES INFLAMMATION
R-HSA-2132295	MHC class II antigen presentation	CAUSES INFLAMMATION
R-HSA-6799990	Metal sequestration by antimicrobial proteins	CAUSES INFLAMMATION
R-HSA-975871	MyD88 cascade initiated on plasma membrane	CAUSES INFLAMMATION
R-HSA-5602498	MyD88 deficiency (TLR2/4)	CAUSES INFLAMMATION
R-HSA-5602680	MyD88 deficiency (TLR5)	CAUSES INFLAMMATION
R-HSA-975155	MyD88 dependent cascade initiated on endosome	CAUSES INFLAMMATION
R-HSA-166166	MyD88-independent TLR4 cascade	CAUSES INFLAMMATION
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	CAUSES INFLAMMATION
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	CAUSES INFLAMMATION
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	CAUSES INFLAMMATION
R-HSA-168638	NOD1/2 Signaling Pathway	CAUSES INFLAMMATION
R-HSA-9706369	Negative regulation of FLT3	CAUSES INFLAMMATION
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	CAUSES INFLAMMATION
R-HSA-6798695	Neutrophil degranulation	CAUSES INFLAMMATION
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	CAUSES INFLAMMATION
R-HSA-8983711	OAS antiviral response	CAUSES INFLAMMATION
R-HSA-449836	Other interleukin signaling	CAUSES INFLAMMATION
R-HSA-9833482	PKR-mediated signaling	CAUSES INFLAMMATION
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	CAUSES INFLAMMATION
R-HSA-1170546	Prolactin receptor signaling	CAUSES INFLAMMATION
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	CAUSES INFLAMMATION
R-HSA-1222556	ROS and RNS production in phagocytes	CAUSES INFLAMMATION
R-HSA-392517	Rap1 signalling	CAUSES INFLAMMATION
R-HSA-3248023	Regulation by TREX1	CAUSES INFLAMMATION
R-HSA-977606	Regulation of Complement cascade	CAUSES INFLAMMATION
R-HSA-912694	Regulation of IFNA/IFNB signaling	CAUSES INFLAMMATION
R-HSA-877312	Regulation of IFNG signaling	CAUSES INFLAMMATION
R-HSA-9758274	Regulation of NF-kappa B signaling	CAUSES INFLAMMATION
R-HSA-5686938	Regulation of TLR by endogenous ligand	CAUSES INFLAMMATION
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	CAUSES INFLAMMATION
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	CAUSES INFLAMMATION
R-HSA-912631	Regulation of signaling by CBL	CAUSES INFLAMMATION
R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	CAUSES INFLAMMATION
R-HSA-2029485	Role of phospholipids in phagocytosis	CAUSES INFLAMMATION
R-HSA-9645135	STAT5 Activation	CAUSES INFLAMMATION
R-HSA-3249367	STAT6-mediated induction of chemokines	CAUSES INFLAMMATION
R-HSA-1834941	STING mediated induction of host immune responses	CAUSES INFLAMMATION
R-HSA-9680350	Signaling by CSF1 (M-CSF) in myeloid cells	CAUSES INFLAMMATION
R-HSA-9674555	Signaling by CSF3 (G-CSF)	CAUSES INFLAMMATION
R-HSA-449147	Signaling by Interleukins	CAUSES INFLAMMATION
R-HSA-983705	Signaling by the B Cell Receptor (BCR)	CAUSES INFLAMMATION
R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation	CAUSES INFLAMMATION
R-HSA-202403	TCR signaling	CAUSES INFLAMMATION
R-HSA-5602566	TICAM1 deficiency - HSE	CAUSES INFLAMMATION
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	CAUSES INFLAMMATION
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	CAUSES INFLAMMATION
R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7	CAUSES INFLAMMATION
R-HSA-5602410	TLR3 deficiency - HSE	CAUSES INFLAMMATION
R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	CAUSES INFLAMMATION
R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	CAUSES INFLAMMATION
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	CAUSES INFLAMMATION
R-HSA-5669034	TNFs bind their physiological receptors	CAUSES INFLAMMATION
R-HSA-5602571	TRAF3 deficiency - HSE	CAUSES INFLAMMATION
R-HSA-918233	TRAF3-dependent IRF activation pathway	CAUSES INFLAMMATION
R-HSA-933541	TRAF6 mediated IRF7 activation	CAUSES INFLAMMATION
R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	CAUSES INFLAMMATION
R-HSA-933542	TRAF6 mediated NF-kB activation	CAUSES INFLAMMATION
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	CAUSES INFLAMMATION
R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	CAUSES INFLAMMATION
R-HSA-2562578	TRIF-mediated programmed cell death	CAUSES INFLAMMATION
R-HSA-166665	Terminal pathway of complement	CAUSES INFLAMMATION
R-HSA-844615	The AIM2 inflammasome	CAUSES INFLAMMATION
R-HSA-844623	The IPAF inflammasome	CAUSES INFLAMMATION
R-HSA-844455	The NLRP1 inflammasome	CAUSES INFLAMMATION
R-HSA-844456	The NLRP3 inflammasome	CAUSES INFLAMMATION
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	CAUSES INFLAMMATION
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	CAUSES INFLAMMATION
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	CAUSES INFLAMMATION
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	CAUSES INFLAMMATION
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	CAUSES INFLAMMATION
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	CAUSES INFLAMMATION
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	CAUSES INFLAMMATION
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	CAUSES INFLAMMATION
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	CAUSES INFLAMMATION
R-HSA-168898	Toll-like Receptor Cascades	CAUSES INFLAMMATION
R-HSA-1679131	Trafficking and processing of endosomal TLR	CAUSES INFLAMMATION
R-HSA-166020	Transfer of LPS from LBP carrier to CD14	CAUSES INFLAMMATION
R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	CAUSES INFLAMMATION
R-HSA-5602415	UNC93B1 deficiency - HSE	CAUSES INFLAMMATION
R-HSA-1606322	ZBP1(DAI) mediated induction of type I IFNs	CAUSES INFLAMMATION
R-HSA-4755510	SUMOylation of immune response proteins	CAUSES INFLAMMATION;DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA
R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	CAUSES INFLAMMATION;DISRUPTS LIPID AND PROTEIN METABOLISM OR CAUSES DYSLIPIDEMIA
R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	CAUSES INFLAMMATION;INDUCES OXIDATIVE STRESS;IS METABOLICALLY ACTIVATED OR REACTIVE
R-HSA-9755511	KEAP1-NFE2L2 pathway	CAUSES INFLAMMATION;INDUCES OXIDATIVE STRESS;IS METABOLICALLY ACTIVATED OR REACTIVE
R-HSA-9818028	NFE2L2 regulates pentose phosphate pathway genes	CAUSES INFLAMMATION;INDUCES OXIDATIVE STRESS;IS METABOLICALLY ACTIVATED OR REACTIVE
R-HSA-9818035	NFE2L2 regulating ER-stress associated genes	CAUSES INFLAMMATION;INDUCES OXIDATIVE STRESS;IS METABOLICALLY ACTIVATED OR REACTIVE
